0.0000000000, 10.0000000000, 622.2502712559
0.0010000000, 9.9657377468, 620.0500255723
0.0015000000, 9.9486543139, 618.9530472554
0.0017500000, 9.9401245397, 618.4053426741
0.0019500000, 9.9333063601, 617.9675490127
0.0021500000, 9.9264931526, 617.5300812351
0.0023500000, 9.9196849189, 617.0929390995
0.0025500000, 9.9128816603, 616.6561223640
0.0027500000, 9.9060833781, 616.2196307868
0.0029500000, 9.8992900733, 615.7834641260
0.0031500000, 9.8925017468, 615.3476221397
0.0033500000, 9.8857183991, 614.9121045859
0.0035500000, 9.8789400309, 614.4769112228
0.0037500000, 9.8721666422, 614.0420418084
0.0039500000, 9.8653982334, 613.6074961008
0.0041500000, 9.8586348041, 613.1732738582
0.0043500000, 9.8518763542, 612.7393748386
0.0045500000, 9.8451228832, 612.3057988004
0.0047500000, 9.8383743903, 611.8725455016
0.0049500000, 9.8316308748, 611.4396147007
0.0051500000, 9.8248923357, 611.0070061560
0.0053500000, 9.8181587716, 610.5747196258
0.0055500000, 9.8114301813, 610.1427548687
0.0057500000, 9.8047065630, 609.7111116433
0.0059500000, 9.7979879151, 609.2797897083
0.0061500000, 9.7912742355, 608.8487888224
0.0063500000, 9.7845655221, 608.4181087444
0.0065500000, 9.7778617726, 607.9877492335
0.0067500000, 9.7711629845, 607.5577100487
0.0069500000, 9.7644691550, 607.1279909492
0.0071500000, 9.7577802814, 606.6985916945
0.0073500000, 9.7510963604, 606.2695120441
0.0075500000, 9.7444173889, 605.8407517576
0.0077500000, 9.7377433634, 605.4123105949
0.0079500000, 9.7310742803, 604.9841883161
0.0081500000, 9.7244101358, 604.5563846813
0.0083500000, 9.7177509260, 604.1288994508
0.0085500000, 9.7110966466, 603.7017323853
0.0087500000, 9.7044472933, 603.2748832455
0.0089500000, 9.6978028617, 602.8483517924
0.0091500000, 9.6911633469, 602.4221377871
0.0093500000, 9.6845287441, 601.9962409910
0.0095500000, 9.6778990482, 601.5706611658
0.0097500000, 9.6712742540, 601.1453980733
0.0099500000, 9.6646543561, 600.7204514756
0.0101500000, 9.6580393487, 600.2958211351
0.0103500000, 9.6514292261, 599.8715068144
0.0105500000, 9.6448239823, 599.4475082763
0.0107500000, 9.6382236113, 599.0238252840
0.0109500000, 9.6316281065, 598.6004576009
0.0111500000, 9.6250374615, 598.1774049908
0.0113500000, 9.6184516695, 597.7546672177
0.0115500000, 9.6118707238, 597.3322440457
0.0117500000, 9.6052946171, 596.9101352397
0.0119500000, 9.5987233424, 596.4883405645
0.0121500000, 9.5921568920, 596.0668597853
0.0123500000, 9.5855952584, 595.6456926678
0.0125500000, 9.5790384338, 595.2248389780
0.0127500000, 9.5724864102, 594.8042984820
0.0129500000, 9.5659391794, 594.3840709466
0.0131500000, 9.5593967330, 593.9641561386
0.0133500000, 9.5528590626, 593.5445538256
0.0135500000, 9.5463261595, 593.1252637753
0.0137500000, 9.5397980146, 592.7062857557
0.0139500000, 9.5332746189, 592.2876195354
0.0141500000, 9.5267559631, 591.8692648834
0.0143500000, 9.5202420379, 591.4512215690
0.0145500000, 9.5137328334, 591.0334893618
0.0147500000, 9.5072283399, 590.6160680322
0.0149500000, 9.5007285473, 590.1989573508
0.0151500000, 9.4942334455, 589.7821570885
0.0153500000, 9.4877430241, 589.3656670168
0.0155500000, 9.4812572724, 588.9494869078
0.0157500000, 9.4747761796, 588.5336165339
0.0159500000, 9.4682997349, 588.1180556678
0.0161500000, 9.4618279270, 587.7028040831
0.0163500000, 9.4553607446, 587.2878615536
0.0165500000, 9.4488981762, 586.8732278535
0.0167500000, 9.4424402100, 586.4589027579
0.0169500000, 9.4359868341, 586.0448860420
0.0171500000, 9.4295380364, 585.6311774817
0.0173500000, 9.4230938045, 585.2177768535
0.0175500000, 9.4166541260, 584.8046839343
0.0177500000, 9.4102189881, 584.3918985016
0.0179500000, 9.4037883780, 583.9794203335
0.0181500000, 9.3973622825, 583.5672492086
0.0183500000, 9.3909406883, 583.1553849061
0.0185500000, 9.3845235819, 582.7438272058
0.0187500000, 9.3781109497, 582.3325758880
0.0189500000, 9.3717027776, 581.9216307337
0.0191500000, 9.3652990517, 581.5109915244
0.0193500000, 9.3588997575, 581.1006580424
0.0195500000, 9.3525048806, 580.6906300704
0.0197500000, 9.3461144063, 580.2809073919
0.0199500000, 9.3397283195, 579.8714897910
0.0201500000, 9.3333466052, 579.4623770523
0.0203500000, 9.3269692480, 579.0535689613
0.0205500000, 9.3205962323, 578.6450653041
0.0207500000, 9.3142275423, 578.2368658675
0.0209500000, 9.3078631621, 577.8289704387
0.0211500000, 9.3015030755, 577.4213788060
0.0213500000, 9.2951472660, 577.0140907583
0.0215500000, 9.2887957169, 576.6071060850
0.0217500000, 9.2824484115, 576.2004245765
0.0219500000, 9.2761053326, 575.7940460238
0.0221500000, 9.2697664629, 575.3879702187
0.0223500000, 9.2634317849, 574.9821969538
0.0225500000, 9.2571012807, 574.5767260223
0.0227500000, 9.2507749326, 574.1715572183
0.0229500000, 9.2444527221, 573.7666903368
0.0231500000, 9.2381346308, 573.3621251733
0.0233500000, 9.2318206402, 572.9578615245
0.0235500000, 9.2255107312, 572.5538991876
0.0237500000, 9.2192048847, 572.1502379608
0.0239500000, 9.2129030813, 571.7468776430
0.0241500000, 9.2066053014, 571.3438180342
0.0243500000, 9.2003115251, 570.9410589351
0.0245500000, 9.1940217322, 570.5386001473
0.0247500000, 9.1877359025, 570.1364414732
0.0249500000, 9.1814540152, 569.7345827163
0.0251500000, 9.1751760496, 569.3330236809
0.0253500000, 9.1689019845, 568.9317641723
0.0255500000, 9.1626317985, 568.5308039966
0.0257500000, 9.1563654700, 568.1301429610
0.0259500000, 9.1501029772, 567.7297808736
0.0261500000, 9.1438442978, 567.3297175435
0.0263500000, 9.1375894095, 566.9299527808
0.0265500000, 9.1313382895, 566.5304863965
0.0267500000, 9.1250909150, 566.1313182028
0.0269500000, 9.1188472626, 565.7324480128
0.0271500000, 9.1126073090, 565.3338756406
0.0273500000, 9.1063710303, 564.9356009016
0.0275500000, 9.1001384025, 564.5376236119
0.0277500000, 9.0939094013, 564.1399435892
0.0279500000, 9.0876840020, 563.7425606517
0.0281500000, 9.0814621798, 563.3454746192
0.0283500000, 9.0752439094, 562.9486853124
0.0285500000, 9.0690291655, 562.5521925533
0.0287500000, 9.0628179222, 562.1559961648
0.0289500000, 9.0566101534, 561.7600959712
0.0291500000, 9.0504058329, 561.3644917979
0.0293500000, 9.0442049339, 560.9691834717
0.0295500000, 9.0380074294, 560.5741708203
0.0297500000, 9.0318132922, 560.1794536729
0.0299500000, 9.0256224946, 559.7850318598
0.0301500000, 9.0194350089, 559.3909052127
0.0303500000, 9.0132508067, 558.9970735645
0.0305500000, 9.0070698594, 558.6035367494
0.0307500000, 9.0008921384, 558.2102946031
